sex,year,gwa,strand,current_course,first_choice,second_choice,third_choice,quality_instruction1,quality_instruction2,quality_instruction3,quality_instruction4,course_content1,academic_advising1,academic_advising2,college_experience1,college_experience2,interest_subject1,preparation_career1,preparation_career2,class_size1,class_size2,class_size3,failing_major1,academic_placement1,academic_placement2,personality_traits1,personality_traits2,personality_traits3,values1,values2,social_behavior1,social_behavior2,social_behavior3,social_behavior4,same_course,different_course
Female,Second Year,1.51-2.00,STEM,BS_ENTRE,BSPsy,BSTM,BSHM,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Myself,Family,Agree,Agree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BS_Arch,BSIT,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Disagree,Strongly Disagree,Yes,Yes
Female,Second Year,1.00-1.50,STEM,BSIT,BSCE,BS_Arch,BSIT,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,N/A,Strongly Disagree,Yes,No
Male,Second Year,1.00-1.50,TVL,BS_ENTRE,BS_ENTRE,BSBA_FM,BSIT,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Myself,Family,Strongly Agree,Agree,No,Yes
Male,Third Year,1.00-1.50,BAM,BSIT,BSA,BSCE,BSIT,Agree,Agree,N/A,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Agree,Agree,Agree,N/A,Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Male,First Year,N/A,HESS,BSCS,BSCS,BSCE,BSIT,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,31-50,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Family,Strongly Agree,Agree,Yes,Yes
Male,Third Year,1.00-1.50,STEM,BSIT,BSPsy,BSCE,BSIT,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Disagree,Disagree,No,No
Female,First Year,N/A,STEM,BSMfgE,BSCHE,BSCpE,BSIT,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,N/A,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,N/A,N/A,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Myself,Family,Agree,Disagree,No,Yes
Male,Third Year,1.00-1.50,STEM,BSCpE,BSCE,BSCpE,BSIT,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,Agree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSCS,BSCS,BSCpE,BSIT,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,N/A,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,N/A,31-50,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Myself,Family,Strongly Disagree,Disagree,No,Yes
Male,Third Year,1.51-2.00,STEM,BSCS,BSCS,BSCpE,BSIT,Agree,Strongly Agree,N/A,Disagree,Agree,Agree,Agree,Agree,N/A,Agree,Agree,Disagree,Agree,Agree,31-50,Disagree,N/A,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Myself,Family,Strongly Disagree,Disagree,Yes,No
Female,Third Year,1.51-2.00,TVL,BSCS,BSCS,BSCpE,BSIT,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Myself,Family,Disagree,Disagree,No,No
Male,Third Year,1.00-1.50,TVL,BSIT,BSIT,BSCpE,BSIT,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSIT,BSME,BSCpE,BSIT,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Agree,Strongly Disagree,Yes,No
Male,Third Year,1.00-1.50,STEM,BSCpE,BSCpE,BSCS,BSIT,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Strongly Agree,Yes,Yes
Male,Third Year,1.00-1.50,STEM,BSCpE,BSCpE,BSCS,BSIT,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSIT,BSCpE,BSCS,BSIT,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,N/A,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Myself,Family,Agree,Agree,Yes,Yes
Female,Third Year,1.00-1.50,STEM,BSIT,BSEE,BSCS,BSIT,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Family,Agree,Agree,Yes,Yes
Female,Second Year,1.51-2.00,TVL,BSIT,BSIT,BSCS,BSIT,Agree,Agree,N/A,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSCS,BSN,BSCS,BSIT,Strongly Agree,N/A,Agree,Disagree,Disagree,Agree,N/A,N/A,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,N/A,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Disagree,Disagree,No,Yes
Female,Second Year,1.00-1.50,HESS,BSIT,BSPsy,BSCS,BSIT,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,N/A,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Strongly Disagree,Yes,No
Male,First Year,N/A,STEM,BSECE,BSCpE,BSECE,BSIT,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,31-50,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,No,No
Male,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSEE,BSIT,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Agree,Yes,Yes
Male,Third Year,1.51-2.00,STEM,BSMfgE,BSME,BSEE,BSIT,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,31-50,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Disagree,Strongly Disagree,Yes,No
Female,Third Year,1.00-1.50,HESS,BSIT,BSTM,BSHM,BSIT,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Family,Agree,Agree,Yes,No
Female,Third Year,1.00-1.50,HESS,BSIT,BSTM,BSHM,BSIT,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Agree,Yes,Yes
Male,Second Year,2.01-2.50,BAM,BSIT,BSIT,BSIT,BSIT,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Male,Second Year,1.00-1.50,TVL,BSIT,BSIT,BSIT,BSIT,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSIT,BS_Arch,BSME,BSIT,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Myself,Family,Disagree,Disagree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSIT,BSCE,BSME,BSIT,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,31-50,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Myself,Family,Disagree,Disagree,No,Yes
Female,Third Year,2.01-2.50,STEM,BSCE,BSCE,BSMfgE,BSIT,Agree,Strongly Disagree,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,31-50,Agree,N/A,Strongly Agree,N/A,N/A,N/A,Agree,Agree,Myself,Family,N/A,N/A,No,Yes
Female,Second Year,1.00-1.50,STEM,BSIT,BSN,BSPsy,BSIT,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,N/A,N/A,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,N/A,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Myself,Family,Agree,Agree,Yes,Yes
Male,Second Year,1.51-2.00,TVL,BSIT,BSPsy,BSPT,BSIT,N/A,Agree,Strongly Disagree,Agree,Disagree,N/A,Agree,Disagree,Disagree,N/A,Disagree,Disagree,Strongly Disagree,Agree,31-50,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Family,Agree,Agree,No,Yes
Female,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSCHE,BSMfgE,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Strongly Agree,Yes,Yes
Male,Second Year,1.51-2.00,STEM,BSMfgE,BSCE,BSCHE,BSMfgE,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Agree,Yes,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSA,BSMath,Agree,Disagree,N/A,Strongly Disagree,Agree,N/A,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,N/A,Agree,Agree,Myself,Family,Disagree,Agree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSA,BSMath,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Strongly Agree,No,No
Female,Third Year,2.01-2.50,STEM,BSCE,BSCE,BSBio,BSMath,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSCE,BSBio,BSCE,BSMath,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Myself,Family,Agree,Agree,No,Yes
Female,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSCpE,BSMath,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,N/A,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSCpE,BSMath,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BS_Arch,BSME,N/A,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Disagree,Agree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSCE,BSCE,BS_Arch,BSME,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSMfgE,BSCE,BS_Arch,BSME,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSA,BSME,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Myself,Family,Agree,Agree,Yes,No
Male,Third Year,2.01-2.50,HESS,BSCE,BSCHE,BSCE,BSME,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Strongly Agree,No,No
Male,Third Year,1.00-1.50,STEM,BSCE,BSECE,BSCE,BSME,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Male,Third Year,1.51-2.00,STEM,BSCE,BSECE,BSCE,BSME,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Myself,Family,Agree,Disagree,No,Yes
Male,Second Year,1.00-1.50,STEM,BSCE,BSPsy,BSCE,BSME,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Family,Agree,Disagree,No,Yes
Female,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSCHE,BSME,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,Agree,No,No
Female,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSCHE,BSME,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Disagree,Yes,Yes
Male,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSCHE,BSME,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Disagree,Agree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSCHE,BSME,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSCpE,BSME,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSCpE,BSCS,BSCpE,BSME,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,TVL,BSMfgE,BSCS,BSCpE,BSME,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,No,Yes
Male,First Year,N/A,STEM,BSECE,BSECE,BSCpE,BSME,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,N/A,N/A,Agree,Agree,Agree,Disagree,Agree,Disagree,Myself,Family,Disagree,Disagree,Yes,No
Male,Third Year,1.00-1.50,STEM,BSIT,BSIT,BSCpE,BSME,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Third Year,1.51-2.00,STEM,BSIT,BSIT,BSCS,BSME,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Myself,Family,Strongly Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSEE,BSME,Agree,N/A,N/A,N/A,Agree,N/A,N/A,Agree,Agree,Agree,N/A,N/A,Disagree,Agree,31-50,Disagree,Agree,Agree,N/A,Agree,N/A,Agree,Disagree,Myself,Family,Agree,N/A,Yes,No
Male,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSEE,BSME,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSEE,BSME,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Agree,No,No
Female,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSEE,BSME,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSEE,BSME,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSEE,BSME,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Family,Strongly Agree,Agree,Yes,Yes
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSEE,BSME,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Myself,Family,Disagree,Agree,No,Yes
Female,Third Year,2.01-2.50,STEM,BSCE,BSCE,BSIT,BSME,Agree,Disagree,Disagree,N/A,Agree,Agree,N/A,Disagree,Disagree,N/A,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Agree,Strongly Agree,N/A,Disagree,Disagree,Agree,Agree,Myself,Family,Agree,Agree,No,Yes
Female,Third Year,2.01-2.50,STEM,BSCE,BSCE,BSMfgE,BSME,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Myself,Family,N/A,N/A,No,Yes
Male,Second Year,1.00-1.50,STEM,BSIT,BSIT,BSMfgE,BSME,Agree,Agree,Agree,N/A,Agree,Disagree,Agree,N/A,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Family,Disagree,Disagree,Yes,Yes
Male,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSPsy,BSME,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,No,Yes
Female,Second Year,1.00-1.50,BAM,BSTM,BSTM,BS_ENTRE,BSN,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Agree,Agree,No,No
Female,Third Year,1.51-2.00,TVL,BSCE,BS_Arch,BSA,BSN,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,BAM,BSBA_BE,BSTM,BSA,BSN,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSBio,BSN,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Myself,Family,Agree,Agree,No,Yes
Female,Third Year,1.00-1.50,STEM,BSCpE,BSCpE,BSCE,BSN,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Myself,Family,Agree,Agree,Yes,Yes
