sex,year,current_course,gwa,strand,first_choice,second_choice,third_choice,decision_making1,decision_making2,decision_making3,decision_making4,decision_making5,decision_making6,decision_making7,decision_making8,personal_assessment1,personal_assessment2,personal_assessment3,course_environment1,course_environment2,course_environment3,course_environment4,course_environment5,course_satisfaction1,course_satisfaction2,course_satisfaction3,course_satisfaction4,academic_experience1,academic_experience2,academic_experience3,academic_experience4,academic_experience5,academic_experience6,academic_experience7,same_course,different_course
Female,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSCS,BSCpE,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,31-50,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,N/A,Strongly Agree,Strongly Disagree,No,No
Male,Third Year,BSIT,1.51-2.00,STEM,BSCpE,BSIT,BSCS,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Third Year,BSIT,1.00-1.50,BAM,BSIT,BSBAFM,BSA,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,31-50,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,No,No
Female,Second Year,BSIT,1.00-1.50,STEM,BSArch,BSA,BSIT,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Myself,Teachers,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,31-50,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSCE,BSArch,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCE,BSBio,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Siblings,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,No,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCpE,BSCS,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,N/A,Agree,Disagree,Agree,Disagree,Agree,Agree,N/A,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSMath,BSPsy,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Parents,Parents,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSMath,BSPsy,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Parents,Parents,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Yes,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSMath,BSPsy,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Parents,Parents,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,31-50,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Yes,Yes
Female,Second Year,BSIT,1.00-1.50,STEM,BSIT,BSPsy,BSN,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSIT,1.00-1.50,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSIT,1.00-1.50,SA,BSIT,BSCS,BSArch,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Siblings,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,Yes
Female,Second Year,BSIT,1.51-2.00,STEM,BSIT,BSArch,BSCS,Agree,Agree,Agree,Agree,Agree,Disagree,Parents,Parents,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,31-50,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Second Year,BSIT,1.51-2.00,HESS,BSME,BSCpE,BSIT,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,1.51-2.00,STEM,BSCE,BSIT,BSCS,Agree,Disagree,Agree,Agree,Agree,Disagree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSIT,1.00-1.50,TVL,BSIT,BSArch,BSMfgE,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Yes,Yes
Male,Third Year,BSIT,1.51-2.00,STEM,BSEdEng,BSIT,BAC,Agree,Agree,Disagree,Agree,Agree,Agree,Myself,Myself,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,No,Yes
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSEE,BSCE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCpE,BSN,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Siblings,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Yes,No
Female,Third Year,BSIT,1.51-2.00,HESS,BSArch,BSCS,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,N/A,Agree,31-50,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSArch,BSCE,BSIT,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSIT,1.00-1.50,STEM,BSCS,BSIT,BSCpE,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSIT,1.51-2.00,STEM,BSCE,BSCHE,BSCpE,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Parents,Parents,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSArch,BSCE,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Myself,Siblings,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,10-30,Agree,Disagree,Disagree,Strongly Agree,N/A,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSIT,1.00-1.50,HESS,BSA,BSIT,BSCpE,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,31-50,Agree,Disagree,Strongly Disagree,N/A,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,No,Yes
Male,Second Year,BSIT,1.51-2.00,STEM,BSIT,BSCS,BSCpE,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Parents,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,N/A,Yes,No
Female,Second Year,BSIT,1.00-1.50,STEM,BSCpE,BSIT,BSBAHRM,Agree,Disagree,Disagree,Agree,Strongly Agree,N/A,Myself,Relatives,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,No,No
Male,Third Year,BSCS,1.00-1.50,STEM,BSCpE,BSN,BSCS,Agree,Agree,Disagree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCS,1.51-2.00,TVL,BEEd,BSCS,BSIT,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,N/A,Myself,Other,Disagree,Disagree,Agree,Strongly Disagree,Agree,N/A,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,No,Yes
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSCpE,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,No,Yes
Female,Third Year,BSCS,2.01-2.50,BAM,BSCS,BSA,BSBAOM,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,31-50,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,No,Yes
Female,Third Year,BSCS,1.51-2.00,BAM,BSA,BSCS,BSIT,Agree,Agree,Disagree,Agree,Agree,Disagree,Myself,Siblings,Agree,Agree,Agree,Disagree,Agree,N/A,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSCS,1.51-2.00,STEM,BSIT,BSCS,BSEE,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Parents,Parents,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,51-70,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,No,Yes
Male,Third Year,BSIT,1.00-1.50,BAM,BSIT,BSA,BSArch,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSCS,1.51-2.00,STEM,BSCHE,BSCHE,BSCS,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Myself,Teachers,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSCS,1.51-2.00,BAM,BSBAMM,BSPsy,BSIT,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,N/A,Myself,Myself,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,N/A,Disagree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,N/A,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSCS,1.00-1.50,TVL,BSCS,BSIT,BSCpE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,51-70,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,No,No
Male,Second Year,BSCS,1.00-1.50,TVL,BSCS,BSIT,BSCpE,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Siblings,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,No
Male,Third Year,BSCS,1.51-2.00,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,31-50,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BAC,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Parents,Parents,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Third Year,BSIT,1.51-2.00,BAM,BSArch,BSCE,BSIT,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Parents,Myself,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSECE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes
Female,Third Year,BSCS,1.51-2.00,STEM,BSCS,BSME,BSCpE,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Yes,Yes
Male,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSEdEng,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Myself,Myself,Agree,Agree,Disagree,Agree,Agree,N/A,Agree,31-50,Agree,Agree,N/A,N/A,N/A,Disagree,N/A,N/A,Agree,Strongly Agree,N/A,Yes,No
Female,Second Year,BSCS,1.51-2.00,STEM,BSIT,BSPsy,BSCS,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,31-50,Disagree,Agree,Disagree,Strongly Agree,N/A,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCS,1.51-2.00,TVL,BSCS,BSIT,BSTM,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Myself,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCS,1.51-2.00,STEM,BSBio,BSCS,BSIT,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,N/A,Myself,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,51-70,Agree,Disagree,Strongly Disagree,N/A,Disagree,Disagree,N/A,Disagree,N/A,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSCS,1.00-1.50,STEM,BPA,BSPsy,BSCS,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,31-50,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,No,Yes
Female,Second Year,BSIT,1.00-1.50,STEM,BSCE,BSArch,BSIT,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,N/A,Strongly Disagree,31-50,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCS,N/A,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Myself,Parents,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,31-50,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Yes,No
Female,Second Year,BSCS,1.00-1.50,TVL,BSCS,BSIT,BSPsy,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCS,1.51-2.00,STEM,BSCS,BSIT,BSPsy,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Myself,N/A,Agree,Agree,Strongly Disagree,N/A,Agree,Strongly Disagree,31-50,N/A,Agree,Strongly Disagree,N/A,Strongly Agree,Strongly Disagree,Disagree,Disagree,N/A,Strongly Agree,Strongly Disagree,Yes,No
Male,Third Year,BSCS,2.01-2.50,STEM,BSCS,BSCpE,BSBio,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Disagree,N/A,Agree,Agree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSIT,1.00-1.50,STEM,BSN,BSPsy,BSBio,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,31-50,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,No,Yes
Female,Third Year,BSCS,1.51-2.00,STEM,BSIT,BSCS,BSCpE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Parents,N/A,N/A,N/A,Agree,Agree,Disagree,Strongly Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,N/A,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSCS,1.00-1.50,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Siblings,Siblings,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,No
Female,Third Year,BSCS,1.51-2.00,TVL,BSIT,BSCS,BSN,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Myself,Parents,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,No,No
Male,Third Year,BSCS,1.51-2.00,STEM,BSCS,BSIT,BSCpE,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Siblings,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,51-70,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Yes,No
Male,Second Year,BSCS,1.51-2.00,BAM,BSCE,BSBAMM,BSIT,Agree,Agree,Agree,N/A,N/A,N/A,Siblings,Siblings,Agree,Agree,Agree,Agree,Agree,Agree,Agree,51-70,N/A,Agree,Agree,Agree,N/A,N/A,N/A,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSMath,BSBio,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Myself,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,31-50,Agree,N/A,N/A,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,No,No
Female,Third Year,BSIT,1.51-2.00,HESS,BSIT,BSCpE,BAC,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Myself,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSIT,1.51-2.00,STEM,BSArch,BSIT,BSBAMM,Agree,N/A,Agree,Strongly Agree,Agree,Agree,Myself,Parents,N/A,Disagree,Disagree,Disagree,Agree,N/A,N/A,31-50,N/A,Disagree,Agree,Disagree,Agree,Disagree,Agree,N/A,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCS,1.00-1.50,STEM,BSPT,BSBio,BSN,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,No,No
Male,Third Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSCpE,BSCS,BSECE,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Siblings,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Yes,No
Female,Second Year,BSIT,1.00-1.50,STEM,BSPT,BSN,BSIT,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Siblings,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSArch,BAC,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,N/A,No,Yes
