Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment5,Course_Environment2,Course_Environment3,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Same_Course,Different_Course
Male,Second Year,BSCE,STEM,BSCE,BS_Arch,BSEE,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSCpE,BSEE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSMath,BSEE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,No,Yes
Male,Third Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Myself,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BSCpE,BSCS,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Myself,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSPsy,BSEE,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCpE,STEM,BSCpE,BSCS,BSEE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Yes,No
Male,Second Year,BSCS,TVL,BSPsy,BSIT,BSEE,Agree,Myself,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,No,Yes
Male,Second Year,BSEE,STEM,BSCE,BSME,BSEE,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,No,No
Female,Second Year,BSECE,STEM,BSECE,BSCE,BSEE,Strongly Agree,Myself,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,No,No
Male,First Year,BSMfgE,STEM,BSCHE,BSCE,BSEE,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Second Year,BSME,STEM,BSME,BSCE,BSEE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSME,TVL,BSME,BSCE,BSEE,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSME,STEM,BSME,BSECE,BSEE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Yes,No
Female,Second Year,BSIT,STEM,BSA,BSIT,BSCS,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Yes,Yes
Female,Third Year,BSCE,STEM,BSCE,BSME,BSECE,Strongly Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Yes,No
Male,Second Year,BSECE,STEM,BSCE,BSCpE,BSECE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Yes,Yes
Female,Second Year,BSECE,STEM,BSCE,BSEE,BSECE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,No
Female,Second Year,BSECE,STEM,BSME,BSEE,BSECE,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Yes,No
Male,Second Year,BSECE,STEM,BSCE,BSME,BSECE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,No,Yes
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSECE,Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,Yes
Male,Third Year,BSME,STEM,BSME,BSCE,BSECE,Disagree,Myself,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSA,BAM,BSA,BSBA_FM,BS_ENTRE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Yes,No
Female,First Year,BSCHE,STEM,BSCHE,BSChem,BSTM,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSA,BAM,BSA,BSPsy,BS_ENTRE,Strongly Agree,Myself,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,No,Yes
Female,Second Year,BSBA_FM,BAM,BSBA_FM,BSA,BS_ENTRE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BS_ENTRE,Agree,Myself,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,First Year,BSMfgE,BAM,BSBA_HRM,BSHM,BS_ENTRE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BS_ENTRE,Strongly Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSBA_MM,BSBA_OM,BS_ENTRE,Agree,Myself,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,Yes
Male,Second Year,BS_ENTRE,STEM,BS_Arch,BSCE,BS_ENTRE,Disagree,Myself,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BS_ENTRE,STEM,BSCE,BSPT,BS_ENTRE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSA,BSTM,BS_ENTRE,Agree,Myself,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSTM,BAM,BSTM,BSPsy,BS_ENTRE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BS_ENTRE,Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Male,Second Year,BSCE,BAM,BSCE,BSBA_FM,BS_ENTRE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,BAM,BSA,BSIT,BS_ENTRE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,STEM,BSCE,BSIT,BS_ENTRE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSTM,BS_ENTRE,BSHM,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Female,Second Year,BS_ENTRE,STEM,BSPsy,BSTM,BSHM,Agree,Myself,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,No,Yes
Female,Third Year,BSTM,BAM,BSTM,BSA,BSHM,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Yes
Female,Third Year,BSCE,STEM,BSCE,BSA,BSHM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,No
Female,Third Year,BSCpE,STEM,BSIT,BSCpE,BSHM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSEE,STEM,BSEE,BSME,BSHM,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSCS,STEM,BSBio,BSCS,BSIT,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Second Year,BSIT,TVL,BSIT,BSBA_HRM,BSHM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,No,Yes
Male,Third Year,BSIT,TVL,BSIT,BSCS,BSHM,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSIT,TVL,BSTM,BSIT,BSHM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Male,Second Year,BS_ENTRE,TVL,BS_ENTRE,BSBA_FM,BSIT,Strongly Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSCE,STEM,BSCE,BSEE,BSIT,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Yes
Female,Second Year,BSCE,STEM,BSCE,BSBA_BE,BS_Arch,Disagree,Family,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,No
Male,Third Year,BSCpE,STEM,BSCE,BSCpE,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCpE,STEM,BSCpE,BSCS,BSIT,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Yes
Male,Third Year,BSCpE,STEM,BSCpE,BSCS,BSIT,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,No
Male,First Year,BSCS,HESS,BSCS,BSCE,BSIT,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Second Year,BSCS,STEM,BSCS,BSCpE,BSIT,Agree,Myself,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,No,Yes
Female,Second Year,BSBA_BE,BAM,BSBA_HRM,BSBA_FM,BSBA_MM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,No,No
Female,Third Year,BSCS,TVL,BSCS,BSCpE,BSIT,Agree,Myself,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,No,No
Male,First Year,BSECE,STEM,BSCpE,BSECE,BSIT,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,No,No
Female,Second Year,BSIT,STEM,BSCE,BS_Arch,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCS,STEM,BSCS,BSIT,BSCS,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Male,Third Year,BSIT,STEM,BSPsy,BSCE,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No
Male,Third Year,BSIT,TVL,BSIT,BSCpE,BSIT,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,STEM,BSME,BSCpE,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Yes,No
Female,Second Year,BSIT,STEM,BSCpE,BSCS,BSIT,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,Yes
Female,Third Year,BSIT,STEM,BSEE,BSCS,BSIT,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Second Year,BSIT,HESS,BSPsy,BSCS,BSIT,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Yes,No
Female,Third Year,BSIT,HESS,BSTM,BSHM,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,HESS,BSTM,BSHM,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSIT,BAM,BSIT,BSIT,BSIT,Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,TVL,BSIT,BSIT,BSIT,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSIT,STEM,BS_Arch,BSME,BSIT,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSIT,STEM,BSCE,BSME,BSIT,Strongly Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,No,Yes
Male,Third Year,BSME,STEM,BSME,BSEE,BSIT,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSCHE,BSMfgE,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSMfgE,STEM,BSCE,BSCHE,BSMfgE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Yes
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSMath,Disagree,Myself,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BS_Arch,BSME,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSA,BSMath,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,No,No
Female,Third Year,BSCE,STEM,BSCE,BSBio,BSMath,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSCE,STEM,BSBio,BSCE,BSMath,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BSCpE,BSMath,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSCpE,BSMath,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSBA_BE,STEM,BS_Arch,BSCE,BSME,Agree,Myself,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSME,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSA,BSME,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSCHE,BSME,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,No
Female,Second Year,BSCE,STEM,BSCE,BSCHE,BSME,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Male,Third Year,BSCE,STEM,BSCE,BSCHE,BSME,Strongly Agree,Myself,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSCHE,BSME,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSCE,HESS,BSCHE,BSCE,BSME,Strongly Agree,Myself,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,No,No
Male,Third Year,BSCE,STEM,BSECE,BSCE,BSME,Strongly Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSECE,BSCE,BSME,Strongly Agree,Myself,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,No,Yes
Male,Second Year,BSCE,STEM,BSPsy,BSCE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BSCpE,BSME,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,First Year,BSCS,STEM,BSBio,BSCS,BSN,Agree,Myself,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Yes,Yes
Male,Third Year,BSCE,STEM,BSCE,BSEE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSEE,BSME,Agree,Myself,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,No,No
Female,Second Year,BSCE,STEM,BSCE,BSEE,BSME,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSEE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSEE,BSME,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes
Male,Second Year,BSCE,STEM,BSCE,BSEE,BSME,Agree,Myself,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSMfgE,BSME,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Male,Second Year,BSCE,STEM,BSCE,BSPsy,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Male,Second Year,BSCpE,STEM,BSCS,BSCpE,BSME,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,First Year,BSCE,BAM,BSCE,BS_Arch,BSIT,Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
